Points_0,Points_1,Points_2,TI,U_0,U_1,U_2,U_Magnitude,k,p
-25.2,-63,90.314,0.0822085,7.19287,-0.56219,0.0817911,7.21527,0.64879,5.08681
-12.6,-63,90.314,0.0830929,7.35629,-0.908895,0.081653,7.41268,0.662826,6.81033
3.89741e-14,-63,90.314,0.0845,6.34711,-1.35053,0.0851047,6.48976,0.685463,4.91788
12.6,-63,90.314,0.0860246,5.44534,-1.21093,0.0504835,5.57859,0.710423,-3.71933
25.2,-63,90.314,0.0874175,5.87859,-0.717879,0.0242585,5.92231,0.733614,-8.45331
37.8,-63,90.314,0.0893333,5.55366,-0.386827,0.0374981,5.56724,0.766122,-6.58395
50.4,-63,90.314,0.0918049,5.35675,-0.22629,0.0432678,5.3617,0.809101,-4.60584
63,-63,90.314,0.0945019,5.34255,-0.123327,0.0310848,5.34406,0.857339,-4.01717
75.6,-63,90.314,0.0973404,5.35824,-0.0379964,0.0208557,5.35841,0.909615,-3.63702
88.2,-63,90.314,0.100245,5.37251,0.016399,0.0144865,5.37255,0.964706,-3.17581
100.8,-63,90.314,0.103102,5.39396,0.0515275,0.00758484,5.39421,1.02048,-2.76055
113.4,-63,90.314,0.105814,5.42457,0.0741818,-0.000353445,5.42508,1.07488,-2.4245
126,-63,90.314,0.108329,5.45983,0.0878513,-0.0072131,5.46055,1.12658,-2.14336
138.6,-63,90.314,0.110637,5.49606,0.0953736,-0.013242,5.4969,1.1751,-1.89893
151.2,-63,90.314,0.11276,5.53247,0.0983985,-0.0178212,5.53338,1.22063,-1.69126
163.8,-63,90.314,0.114721,5.56849,0.0984207,-0.0207657,5.5694,1.26344,-1.51739
176.4,-63,90.314,0.116559,5.60392,0.09632,-0.0219202,5.6048,1.30426,-1.37265
189,-63,90.314,0.118318,5.64023,0.0935533,-0.0216213,5.64105,1.34392,-1.24983
201.6,-63,90.314,0.120008,5.67811,0.0915799,-0.0214,5.67889,1.3826,-1.14079
214.2,-63,90.314,0.12162,5.71695,0.0895248,-0.0211902,5.71769,1.41998,-1.04443
226.8,-63,90.314,0.123131,5.75651,0.0872861,-0.0210122,5.75721,1.45547,-0.960706
239.4,-63,90.314,0.124527,5.7964,0.0850437,-0.0207877,5.79706,1.48867,-0.887992
252,-63,90.314,0.125808,5.83614,0.0828834,-0.020379,5.83677,1.51945,-0.82418
264.6,-63,90.314,0.126975,5.87531,0.0809665,-0.0198404,5.87591,1.54778,-0.767934
277.2,-63,90.314,0.128037,5.91358,0.0792729,-0.0191381,5.91414,1.57379,-0.717863
289.8,-63,90.314,0.129003,5.95072,0.0779448,-0.0182979,5.95126,1.5976,-0.673139
302.4,-63,90.314,0.129872,5.9865,0.0770906,-0.017417,5.98702,1.61921,-0.632814
315,-63,90.314,0.130642,6.02091,0.0764744,-0.0165585,6.02142,1.63845,-0.595788
327.6,-63,90.314,0.131312,6.05421,0.0758925,-0.0157539,6.05471,1.65531,-0.561837
340.2,-63,90.314,0.131895,6.08659,0.075313,-0.0149749,6.08708,1.67005,-0.530748
352.8,-63,90.314,0.132398,6.11787,0.0748251,-0.0142313,6.11834,1.68281,-0.502037
365.4,-63,90.314,0.132829,6.14778,0.0743514,-0.0135466,6.14825,1.69378,-0.474979
378,-63,90.314,0.133192,6.17637,0.0738202,-0.012972,6.17683,1.70305,-0.449447
390.6,-63,90.314,0.133489,6.20375,0.073223,-0.0124962,6.20419,1.71066,-0.425606
403.2,-63,90.314,0.133732,6.22998,0.0725594,-0.0121029,6.23041,1.71689,-0.403351
415.8,-63,90.314,0.133931,6.25514,0.0718307,-0.0117885,6.25556,1.722,-0.382513
428.4,-63,90.314,0.134091,6.27929,0.0710435,-0.0115515,6.2797,1.72611,-0.362987
441,-63,90.314,0.134213,6.3025,0.0702059,-0.0113801,6.3029,1.72927,-0.344658
453.6,-63,90.314,0.134302,6.32483,0.0693254,-0.0112717,6.32522,1.73156,-0.327471
466.2,-63,90.314,0.13436,6.34635,0.0684118,-0.0112208,6.34672,1.73305,-0.31133
478.8,-63,90.314,0.134389,6.36709,0.0674744,-0.0112221,6.36746,1.73381,-0.296166
491.4,-63,90.314,0.134393,6.38713,0.0665192,-0.0112699,6.38748,1.7339,-0.281908
504,-63,90.314,0.134374,6.40649,0.065551,-0.0113582,6.40683,1.7334,-0.268467
516.6,-63,90.314,0.134333,6.42523,0.0645724,-0.0114819,6.42556,1.73237,-0.255825
529.2,-63,90.314,0.134275,6.44338,0.0635897,-0.0116328,6.4437,1.73086,-0.243916
541.8,-63,90.314,0.1342,6.46098,0.0626031,-0.0118077,6.46129,1.72892,-0.232699
554.4,-63,90.314,0.134109,6.47806,0.0616219,-0.0120013,6.47836,1.7266,-0.222102
567,-63,90.314,0.134006,6.49464,0.0606366,-0.0122104,6.49493,1.72393,-0.212119
579.6,-63,90.314,0.13389,6.51075,0.0596644,-0.0124284,6.51103,1.72096,-0.202641
592.2,-63,90.314,0.133764,6.52642,0.0586932,-0.0126532,6.5267,1.71771,-0.193746
604.8,-63,90.314,0.133627,6.54166,0.0577165,-0.0128859,6.54193,1.71421,-0.185315
617.4,-63,90.314,0.133482,6.5565,0.0567604,-0.0131246,6.55676,1.71048,-0.177418
630,-63,90.314,0.133329,6.57095,0.0558041,-0.013353,6.5712,1.70655,-0.169872
642.6,-63,90.314,0.133168,6.58503,0.0548481,-0.0135738,6.58527,1.70244,-0.162486
655.2,-63,90.314,0.133,6.59875,0.0538994,-0.0138023,6.59899,1.69814,-0.155604
667.8,-63,90.314,0.132826,6.61214,0.0529613,-0.0140143,6.61237,1.6937,-0.149103
680.4,-63,90.314,0.132646,6.62521,0.0520272,-0.0142185,6.62542,1.68913,-0.142922
693,-63,90.314,0.132462,6.63796,0.0510995,-0.0144276,6.63817,1.68444,-0.137019
705.6,-63,90.314,0.132273,6.65041,0.050182,-0.0146222,6.65062,1.67965,-0.131387
718.2,-63,90.314,0.132081,6.66259,0.0492752,-0.0148077,6.66279,1.67477,-0.126033
730.8,-63,90.314,0.131886,6.6745,0.0483772,-0.0149881,6.67469,1.66981,-0.120948
743.4,-63,90.314,0.131687,6.68614,0.0474899,-0.0151534,6.68633,1.66479,-0.116066
756,-63,90.314,0.131486,6.69755,0.0466153,-0.0153121,6.69772,1.65971,-0.111397
768.6,-63,90.314,0.131282,6.70871,0.0457526,-0.0154656,6.70888,1.65457,-0.106955
781.2,-63,90.314,0.131077,6.71965,0.0449036,-0.0156079,6.71982,1.6494,-0.102699
793.8,-63,90.314,0.13087,6.73037,0.0440684,-0.0157419,6.73053,1.64418,-0.0986322
806.4,-63,90.314,0.130661,6.74088,0.0432471,-0.0158666,6.74104,1.63894,-0.0947487
819,-63,90.314,0.130451,6.75119,0.0424388,-0.0159801,6.75135,1.63367,-0.0910351
831.6,-63,90.314,0.130239,6.76131,0.0416442,-0.0160846,6.76146,1.62839,-0.0874774
844.2,-63,90.314,0.130027,6.77125,0.0408648,-0.0161798,6.77139,1.62309,-0.0840682
856.8,-63,90.314,0.129814,6.781,0.040101,-0.016265,6.78114,1.61778,-0.0808052
869.4,-63,90.314,0.129601,6.79058,0.0393531,-0.0163413,6.79071,1.61246,-0.0776818
882,-63,90.314,0.129387,6.8,0.0386216,-0.0164068,6.80013,1.60714,-0.0746869
894.623,-63,90.314,0.129166,6.80956,0.0378847,-0.0164655,6.80968,1.60165,-0.0717266
908.872,-63,90.314,0.128923,6.81986,0.0371005,-0.0165179,6.81998,1.59563,-0.0686283
924.957,-63,90.314,0.128648,6.83126,0.0362433,-0.0165617,6.83137,1.58885,-0.065307
943.114,-63,90.314,0.128339,6.84382,0.0353158,-0.0165955,6.84393,1.58122,-0.0617203
963.611,-63,90.314,0.127991,6.85763,0.034315,-0.0166208,6.85774,1.57265,-0.0579134
986.748,-63,90.314,0.127599,6.87277,0.0332483,-0.0166272,6.87287,1.56303,-0.0538665
1012.87,-63,90.314,0.127159,6.88931,0.0321,-0.0166248,6.8894,1.55227,-0.0496762
1042.35,-63,90.314,0.126666,6.9073,0.0308908,-0.0165865,6.90739,1.54026,-0.045266
1075.63,-63,90.314,0.126115,6.9268,0.0295932,-0.0165308,6.92688,1.52689,-0.0408975
1113.2,-63,90.314,0.125501,6.94784,0.0282199,-0.0164304,6.94792,1.51205,-0.0362897
1155.61,-63,90.314,0.124819,6.97041,0.026784,-0.0162912,6.97048,1.49566,-0.031909
1203.49,-63,90.314,0.124063,6.99455,0.025321,-0.0161082,6.99462,1.47761,-0.0271284
1257.53,-63,90.314,0.12323,7.02023,0.0237653,-0.0158419,7.02029,1.45782,-0.0231656
1318.54,-63,90.314,0.122315,7.04734,0.0222674,-0.0156128,7.04739,1.43625,-0.018401
1387.4,-63,90.314,0.121311,7.07614,0.0205563,-0.0150935,7.07618,1.41278,-0.0152447
1465.14,-63,90.314,0.120222,7.10561,0.0192258,-0.0149492,7.10565,1.38752,-0.0111821
1552.89,-63,90.314,0.119021,7.13817,0.0171957,-0.0140605,7.13821,1.35994,-0.00788122
1651.95,-63,90.314,0.117795,7.16791,0.0164128,-0.0139697,7.16795,1.33207,-0.00992388
1763.77,-63,90.314,0.116083,7.20748,0.0145084,-0.0133223,7.20751,1.29362,0.0069049
1890,-63,90.314,0.114951,7.23527,0.011627,-0.0115952,7.23529,1.26851,0
-1260,-47.25,90.314,0.0800919,8.00313,0,0,8.00313,0.615812,0.1607
-1214.85,-47.25,90.314,0.0800921,8.00311,-3.541e-05,7.92862e-05,8.00311,0.615816,0.160752
-1173.81,-47.25,90.314,0.0800923,8.00302,-6.72535e-05,0.000124351,8.00302,0.615819,0.16139
-1136.49,-47.25,90.314,0.0800925,8.00287,-0.000113927,0.000159251,8.00287,0.615822,0.162579
-1102.55,-47.25,90.314,0.0800927,8.00267,-0.000135223,0.000191622,8.00267,0.615825,0.164163
-1071.7,-47.25,90.314,0.0800929,8.00243,-0.000174267,0.000243276,8.00243,0.615829,0.166005
-1043.65,-47.25,90.314,0.0800932,8.00218,-0.000204796,0.000287618,8.00218,0.615832,0.167953
-1018.14,-47.25,90.314,0.0800934,8.00191,-0.000236316,0.000343312,8.00191,0.615836,0.170048
-994.954,-47.25,90.314,0.0800936,8.00164,-0.000267769,0.00039591,8.00164,0.615839,0.172151
-973.87,-47.25,90.314,0.0800939,8.00136,-0.000297884,0.000452232,8.00136,0.615843,0.174285
-954.7,-47.25,90.314,0.0800941,8.00109,-0.000327467,0.000505296,8.00109,0.615847,0.176396
-937.27,-47.25,90.314,0.0800943,8.00082,-0.000355334,0.000560174,8.00082,0.61585,0.178474
-921.422,-47.25,90.314,0.0800946,8.00056,-0.000382919,0.000611026,8.00056,0.615853,0.180495
-907.013,-47.25,90.314,0.0800948,8.0003,-0.000409107,0.000663611,8.0003,0.615857,0.182464
-893.912,-47.25,90.314,0.080095,8.00006,-0.000434406,0.000711452,8.00006,0.61586,0.184345
-882,-47.25,90.314,0.0800952,7.99981,-0.000459513,0.000760489,7.99981,0.615863,0.186223
-869.4,-47.25,90.314,0.0800954,7.99956,-0.000485731,0.000810789,7.99956,0.615866,0.188201
-856.8,-47.25,90.314,0.0800956,7.99928,-0.0005141,0.000866586,7.99928,0.615869,0.190319
-844.2,-47.25,90.314,0.0800958,7.99899,-0.000543925,0.000923988,7.99899,0.615873,0.192543
-831.6,-47.25,90.314,0.0800961,7.99868,-0.000575832,0.000986117,7.99868,0.615877,0.194891
-819,-47.25,90.314,0.0800963,7.99836,-0.000609531,0.00105088,7.99836,0.61588,0.197356
-806.4,-47.25,90.314,0.0800966,7.99802,-0.000645477,0.00111937,7.99802,0.615884,0.199952
-793.8,-47.25,90.314,0.0800969,7.99767,-0.000683718,0.00119207,7.99767,0.615889,0.202683
-781.2,-47.25,90.314,0.0800971,7.99729,-0.000723978,0.00126801,7.99729,0.615893,0.205557
-768.6,-47.25,90.314,0.0800974,7.9969,-0.000766833,0.0013482,7.9969,0.615897,0.208586
-756,-47.25,90.314,0.0800977,7.99648,-0.000812238,0.00143295,7.99648,0.615902,0.211776
-743.4,-47.25,90.314,0.080098,7.99604,-0.000860276,0.0015226,7.99604,0.615907,0.215139
-730.8,-47.25,90.314,0.0800984,7.99558,-0.000911182,0.00161758,7.99558,0.615912,0.218686
-718.2,-47.25,90.314,0.0800987,7.99509,-0.000964991,0.00171851,7.99509,0.615917,0.222426
-705.6,-47.25,90.314,0.080099,7.99458,-0.00102215,0.00182562,7.99458,0.615922,0.226369
-693,-47.25,90.314,0.0800994,7.99403,-0.00108282,0.00193921,7.99404,0.615928,0.230529
-680.4,-47.25,90.314,0.0800998,7.99346,-0.00114748,0.00206084,7.99346,0.615934,0.23492
-667.8,-47.25,90.314,0.0801002,7.99286,-0.00121657,0.00218829,7.99286,0.61594,0.239555
-655.2,-47.25,90.314,0.0801006,7.99222,-0.00129073,0.00232729,7.99222,0.615947,0.244462
-642.6,-47.25,90.314,0.0801011,7.99154,-0.00136995,0.00247241,7.99154,0.615954,0.249636
-630,-47.25,90.314,0.0801016,7.99082,-0.00145578,0.00263205,7.99082,0.615961,0.255118
-617.4,-47.25,90.314,0.0801021,7.99006,-0.00154692,0.0027984,7.99007,0.615969,0.260895
-604.8,-47.25,90.314,0.0801026,7.98926,-0.00164668,0.00297988,7.98926,0.615978,0.267023
-592.2,-47.25,90.314,0.0801032,7.98841,-0.00175242,0.0031714,7.98841,0.615987,0.273495
-579.6,-47.25,90.314,0.0801039,7.98751,-0.00186851,0.00337619,7.98751,0.615996,0.280361
-567,-47.25,90.314,0.0801045,7.98655,-0.00199243,0.00359688,7.98656,0.616006,0.287645
-554.4,-47.25,90.314,0.0801052,7.98554,-0.00212821,0.00382916,7.98554,0.616017,0.295375
-541.8,-47.25,90.314,0.080106,7.98446,-0.00227518,0.00408146,7.98446,0.616029,0.303615
-529.2,-47.25,90.314,0.0801068,7.9833,-0.00243445,0.00435093,7.9833,0.616042,0.312386
-516.6,-47.25,90.314,0.0801077,7.98207,-0.00260889,0.00464454,7.98207,0.616056,0.321754
-504,-47.25,90.314,0.0801087,7.98076,-0.0027991,0.00495832,7.98076,0.616071,0.331741
-491.4,-47.25,90.314,0.0801098,7.97936,-0.00300707,0.00530297,7.97936,0.616088,0.342425
-478.8,-47.25,90.314,0.080111,7.97786,-0.00323577,0.0056737,7.97786,0.616106,0.353835
-466.2,-47.25,90.314,0.0801123,7.97625,-0.00348616,0.00608016,7.97626,0.616126,0.366062
-453.6,-47.25,90.314,0.0801137,7.97453,-0.00376152,0.00652126,7.97454,0.616148,0.379151
-441,-47.25,90.314,0.0801153,7.97269,-0.0040646,0.00700499,7.97269,0.616172,0.393193
-428.4,-47.25,90.314,0.080117,7.97071,-0.00439866,0.00753074,7.97071,0.616199,0.408256
-415.8,-47.25,90.314,0.0801189,7.96858,-0.00476943,0.00810595,7.96859,0.616228,0.42445
-403.2,-47.25,90.314,0.0801211,7.96629,-0.00517898,0.00873332,7.9663,0.616261,0.441872
-390.6,-47.25,90.314,0.0801234,7.96382,-0.00563641,0.00941739,7.96382,0.616297,0.46066
-378,-47.25,90.314,0.080126,7.96115,-0.00614287,0.0101715,7.96115,0.616336,0.480959
-365.4,-47.25,90.314,0.0801288,7.95825,-0.0067123,0.0109879,7.95826,0.61638,0.502904
-352.8,-47.25,90.314,0.080132,7.95512,-0.00734704,0.0119001,7.95513,0.616429,0.526734
-340.2,-47.25,90.314,0.0801355,7.95171,-0.00806457,0.0128838,7.95173,0.616484,0.552561
-327.6,-47.25,90.314,0.0801395,7.948,-0.00887311,0.0139856,7.94802,0.616544,0.580751
-315,-47.25,90.314,0.0801439,7.94395,-0.00978583,0.0151909,7.94397,0.616612,0.611435
-302.4,-47.25,90.314,0.0801488,7.93952,-0.0108296,0.0165238,7.93954,0.616688,0.645019
-289.8,-47.25,90.314,0.0801544,7.93466,-0.0120126,0.0180027,7.93469,0.616774,0.681812
-277.2,-47.25,90.314,0.0801606,7.92932,-0.013377,0.0196311,7.92936,0.61687,0.722214
-264.6,-47.25,90.314,0.0801676,7.92343,-0.0149471,0.0214401,7.92347,0.616978,0.766768
-252,-47.25,90.314,0.0801756,7.91691,-0.0167637,0.0234369,7.91697,0.6171,0.816002
-239.4,-47.25,90.314,0.0801845,7.90967,-0.0188934,0.025645,7.90973,0.617238,0.870673
-226.8,-47.25,90.314,0.0801947,7.90159,-0.0213637,0.0280985,7.90167,0.617394,0.93163
-214.2,-47.25,90.314,0.0802063,7.89254,-0.0243128,0.0307979,7.89264,0.617572,0.999828
-201.6,-47.25,90.314,0.0802195,7.88234,-0.0277668,0.0337834,7.88246,0.617777,1.07669
-189,-47.25,90.314,0.0802348,7.87078,-0.0319634,0.0370853,7.87093,0.618011,1.16362
-176.4,-47.25,90.314,0.0802524,7.85762,-0.0369011,0.0407017,7.85781,0.618283,1.26278
-163.8,-47.25,90.314,0.080273,7.84245,-0.0431541,0.0446661,7.8427,0.6186,1.37639
-151.2,-47.25,90.314,0.0802973,7.82495,-0.0503385,0.0490122,7.82526,0.618975,1.50847
-138.6,-47.25,90.314,0.0803266,7.80434,-0.0601808,0.053639,7.80475,0.619427,1.66166
-126,-47.25,90.314,0.0803625,7.78004,-0.0707462,0.0587868,7.78058,0.619981,1.84505
-113.4,-47.25,90.314,0.0804087,7.75096,-0.0872764,0.0640004,7.75171,0.620693,2.0607
-100.8,-47.25,90.314,0.0804675,7.71472,-0.102778,0.0697731,7.71572,0.621602,2.3282
-88.2,-47.25,90.314,0.0805532,7.67306,-0.131249,0.0755882,7.67456,0.622927,2.65334
-75.6,-47.25,90.314,0.0806569,7.61139,-0.15515,0.0802466,7.61339,0.624532,3.05699
-63,-47.25,90.314,0.0808415,7.55585,-0.185853,0.0861558,7.55863,0.627394,3.61643
-50.4,-47.25,90.314,0.0811045,7.42662,-0.257811,0.0881275,7.43161,0.631482,4.20803
-37.8,-47.25,90.314,0.0816056,7.34806,-0.324633,0.0933121,7.35582,0.639309,5.4559
-25.2,-47.25,90.314,0.0821676,6.92627,-0.388296,0.086492,6.93769,0.648145,6.59875
-12.6,-47.25,90.314,0.0829471,7.16627,-0.474417,0.0939578,7.18257,0.660501,9.66075
6.11572e-14,-47.25,90.314,0.0852697,5.68126,-0.575889,0.107033,5.71137,0.698008,7.79827
12.6,-47.25,90.314,0.0881099,4.31051,-0.526316,0.0645359,4.343,0.745282,-4.01486
25.2,-47.25,90.314,0.0906642,4.97355,-0.359385,0.0346358,4.98663,0.78912,-10.6245
37.8,-47.25,90.314,0.0935886,4.59612,-0.237612,0.0540374,4.60258,0.840848,-8.02075
50.4,-47.25,90.314,0.0965097,4.35163,-0.192883,0.0616002,4.35634,0.894157,-5.30287
63,-47.25,90.314,0.0994249,4.3626,-0.176536,0.0393455,4.36635,0.948992,-4.56367
75.6,-47.25,90.314,0.102152,4.4067,-0.133784,0.0212453,4.40878,1.00177,-4.10958
88.2,-47.25,90.314,0.104295,4.4509,-0.101917,0.0122548,4.45209,1.04423,-3.57139
100.8,-47.25,90.314,0.105909,4.52113,-0.0738103,0.0026968,4.52173,1.0768,-3.09325
113.4,-47.25,90.314,0.107337,4.61614,-0.0520155,-0.00362507,4.61643,1.10605,-2.70568
126,-47.25,90.314,0.108869,4.71659,-0.0318319,-0.00843514,4.71671,1.13785,-2.36596
138.6,-47.25,90.314,0.11057,4.81203,-0.0155052,-0.0123029,4.81207,1.17368,-2.07302
151.2,-47.25,90.314,0.112396,4.90109,-0.0030371,-0.0148057,4.90112,1.21276,-1.83067
163.8,-47.25,90.314,0.114269,4.98308,0.006001,-0.0158162,4.98311,1.25353,-1.63069
176.4,-47.25,90.314,0.116152,5.05703,0.0117326,-0.0157475,5.05707,1.29518,-1.46634
189,-47.25,90.314,0.118045,5.12317,0.0152468,-0.0156125,5.12322,1.33775,-1.33215
201.6,-47.25,90.314,0.119922,5.18387,0.0174712,-0.0160412,5.18393,1.38063,-1.21862
214.2,-47.25,90.314,0.121714,5.24177,0.0189631,-0.0166922,5.24183,1.4222,-1.11811
226.8,-47.25,90.314,0.123375,5.29758,0.0204676,-0.0172154,5.29765,1.46127,-1.02786
239.4,-47.25,90.314,0.124899,5.35052,0.0223278,-0.0174681,5.3506,1.49759,-0.948012
252,-47.25,90.314,0.126293,5.40036,0.0244873,-0.0173718,5.40045,1.53121,-0.877343
264.6,-47.25,90.314,0.127568,5.44691,0.0268825,-0.0172086,5.447,1.56227,-0.8151
277.2,-47.25,90.314,0.128734,5.4902,0.0293195,-0.0168651,5.49031,1.59097,-0.759143
289.8,-47.25,90.314,0.129801,5.53058,0.0319501,-0.0163605,5.5307,1.61746,-0.710031
302.4,-47.25,90.314,0.130768,5.56853,0.0348435,-0.0158322,5.56866,1.64162,-0.665675
315,-47.25,90.314,0.131619,5.60517,0.0374917,-0.0150099,5.60532,1.66306,-0.623579
327.6,-47.25,90.314,0.13236,5.64144,0.0394323,-0.0136751,5.64159,1.68183,-0.586209
340.2,-47.25,90.314,0.133025,5.67674,0.0409948,-0.0122744,5.6769,1.6988,-0.554137
352.8,-47.25,90.314,0.133628,5.71075,0.0428646,-0.0113725,5.71092,1.71421,-0.525333
365.4,-47.25,90.314,0.134161,5.74384,0.0447961,-0.0107675,5.74402,1.72792,-0.497278
378,-47.25,90.314,0.134627,5.77609,0.0464398,-0.0102582,5.77628,1.73994,-0.470294
390.6,-47.25,90.314,0.135026,5.80756,0.0477913,-0.00985346,5.80777,1.75026,-0.445119
403.2,-47.25,90.314,0.13537,5.8383,0.0488738,-0.00954009,5.83851,1.75919,-0.4217
415.8,-47.25,90.314,0.135669,5.86833,0.0497137,-0.00931468,5.86855,1.76698,-0.399804
428.4,-47.25,90.314,0.135927,5.89766,0.0503369,-0.00917427,5.89789,1.7737,-0.379296
441,-47.25,90.314,0.136146,5.92632,0.0507707,-0.00910894,5.92655,1.77942,-0.360053
453.6,-47.25,90.314,0.136328,5.95432,0.0510364,-0.00911238,5.95454,1.78419,-0.342
466.2,-47.25,90.314,0.136476,5.98166,0.051155,-0.00917513,5.98189,1.78807,-0.325045
478.8,-47.25,90.314,0.136592,6.00837,0.0511452,-0.00929165,6.0086,1.79112,-0.309105
491.4,-47.25,90.314,0.136679,6.03446,0.0510232,-0.0094555,6.03469,1.79339,-0.29411
504,-47.25,90.314,0.136739,6.05994,0.0508062,-0.00965899,6.06016,1.79497,-0.279977
516.6,-47.25,90.314,0.136775,6.08483,0.0505061,-0.00989625,6.08505,1.7959,-0.266668
529.2,-47.25,90.314,0.136787,6.10914,0.0501363,-0.0101598,6.10935,1.79624,-0.254127
541.8,-47.25,90.314,0.13678,6.13288,0.0497067,-0.0104449,6.13309,1.79604,-0.242311
554.4,-47.25,90.314,0.136753,6.15608,0.0492299,-0.0107465,6.15628,1.79534,-0.231158
567,-47.25,90.314,0.136709,6.17873,0.0487096,-0.0110601,6.17894,1.79418,-0.220638
579.6,-47.25,90.314,0.136649,6.20087,0.0481594,-0.0113812,6.20106,1.79261,-0.210687
592.2,-47.25,90.314,0.136574,6.22249,0.0475782,-0.0117065,6.22268,1.79064,-0.2013
604.8,-47.25,90.314,0.136485,6.2436,0.046967,-0.0120331,6.24379,1.78832,-0.192412
617.4,-47.25,90.314,0.136384,6.26423,0.0463418,-0.0123579,6.26441,1.78567,-0.183992
630,-47.25,90.314,0.136271,6.28438,0.0456993,-0.0126776,6.28456,1.78272,-0.176007
642.6,-47.25,90.314,0.136147,6.30407,0.0450418,-0.0129898,6.30424,1.77947,-0.168389
655.2,-47.25,90.314,0.136013,6.3233,0.0443722,-0.0132958,6.32346,1.77595,-0.161186
667.8,-47.25,90.314,0.135869,6.34208,0.0436921,-0.0135902,6.34225,1.7722,-0.154349
680.4,-47.25,90.314,0.135716,6.36043,0.0430016,-0.0138733,6.36059,1.76822,-0.147848
693,-47.25,90.314,0.135556,6.37837,0.0423048,-0.0141492,6.37852,1.76405,-0.141656
705.6,-47.25,90.314,0.135389,6.39589,0.0416043,-0.0144132,6.39604,1.75969,-0.135757
718.2,-47.25,90.314,0.135215,6.41302,0.040902,-0.0146653,6.41317,1.75518,-0.130142
730.8,-47.25,90.314,0.135035,6.42977,0.0401969,-0.0149071,6.42991,1.75052,-0.124799
743.4,-47.25,90.314,0.13485,6.44615,0.039493,-0.0151354,6.44629,1.74572,-0.119693
756,-47.25,90.314,0.13466,6.46216,0.038793,-0.0153525,6.4623,1.74081,-0.114817
768.6,-47.25,90.314,0.134466,6.47783,0.0380966,-0.0155592,6.47796,1.73579,-0.110168
781.2,-47.25,90.314,0.134267,6.49316,0.0374058,-0.0157536,6.49329,1.73067,-0.105724
793.8,-47.25,90.314,0.134065,6.50817,0.0367217,-0.0159363,6.50829,1.72546,-0.101478
806.4,-47.25,90.314,0.13386,6.52285,0.0360453,-0.016107,6.52297,1.72018,-0.0974198
819,-47.25,90.314,0.133652,6.53724,0.035377,-0.0162652,6.53735,1.71484,-0.0935389
831.6,-47.25,90.314,0.133441,6.55132,0.034718,-0.0164118,6.55143,1.70943,-0.089823
844.2,-47.25,90.314,0.133228,6.56511,0.0340692,-0.0165467,6.56522,1.70397,-0.0862635
856.8,-47.25,90.314,0.133012,6.57862,0.033431,-0.0166698,6.57873,1.69847,-0.0828533
869.4,-47.25,90.314,0.132795,6.59186,0.0328036,-0.0167815,6.59197,1.69293,-0.0795859
882,-47.25,90.314,0.132577,6.60484,0.0321876,-0.0168813,6.60494,1.68736,-0.0764477
894.623,-47.25,90.314,0.132349,6.61798,0.0315646,-0.0169732,6.61808,1.68158,-0.0733476
908.872,-47.25,90.314,0.132098,6.63211,0.0308996,-0.01706,6.6322,1.6752,-0.0701167
924.957,-47.25,90.314,0.131813,6.64767,0.030172,-0.0171418,6.64776,1.66798,-0.0666597
943.114,-47.25,90.314,0.131491,6.66478,0.0293835,-0.0172142,6.66486,1.65983,-0.0629388
963.611,-47.25,90.314,0.131125,6.68352,0.0285305,-0.0172782,6.6836,1.65061,-0.0589992
986.748,-47.25,90.314,0.130712,6.70397,0.0276191,-0.0173198,6.70405,1.64023,-0.054822
1012.87,-47.25,90.314,0.130246,6.72621,0.0266418,-0.0173496,6.72629,1.62855,-0.0505031
1042.35,-47.25,90.314,0.129721,6.75029,0.0256099,-0.0173394,6.75036,1.61544,-0.0459645
1075.63,-47.25,90.314,0.129131,6.77624,0.0245098,-0.0173112,6.7763,1.60079,-0.0414546
1113.2,-47.25,90.314,0.128471,6.80406,0.0233512,-0.017233,6.80413,1.58446,-0.0367183
1155.61,-47.25,90.314,0.127734,6.83373,0.0221324,-0.0171147,6.83378,1.56634,-0.0322455
1203.49,-47.25,90.314,0.126915,6.86521,0.0208869,-0.0169461,6.86527,1.54631,-0.0273602
1257.53,-47.25,90.314,0.126008,6.89844,0.0195707,-0.0166824,6.89849,1.5243,-0.0233395
1318.54,-47.25,90.314,0.125009,6.93324,0.0182975,-0.016454,6.93328,1.50022,-0.0184735
1387.4,-47.25,90.314,0.123911,6.96983,0.0168578,-0.0159314,6.96987,1.47399,-0.0153389
1465.14,-47.25,90.314,0.122717,7.00704,0.0157227,-0.0157441,7.00707,1.4457,-0.0111973
1552.89,-47.25,90.314,0.121398,7.04755,0.0140292,-0.0147994,7.04758,1.41481,-0.00804226
1651.95,-47.25,90.314,0.120052,7.08438,0.0133427,-0.0147317,7.08441,1.3836,-0.0103507
1763.77,-47.25,90.314,0.118173,7.13255,0.0117469,-0.0139801,7.13257,1.34062,0.00767812
1890,-47.25,90.314,0.11693,7.166,0.00940219,-0.0121117,7.16602,1.31258,0
-1260,-31.5,90.314,0.0800919,8.00313,0,0,8.00313,0.615812,0.160804
-1214.85,-31.5,90.314,0.0800921,8.00311,-2.38695e-05,7.75642e-05,8.00311,0.615816,0.160824
